household_key,age,incomeK,HHsize,kids,Month,transaction,amount,att
371,40,87,3,1,10,197,512.58,0
371,40,87,3,1,11,209,595.58,0
371,40,87,3,1,12,276,719.21,0
371,40,87,3,1,13,347,926.8,0
371,40,87,3,1,14,231,600.58,0
371,40,87,3,1,15,286,801.84,0
371,40,87,3,1,16,342,1012.69,0
371,40,87,3,1,17,196,541.5,0
371,40,87,3,1,18,312,787.31,0
371,40,87,3,1,19,272,761.88,0
371,40,87,3,1,20,284,888.02,0
371,40,87,3,1,21,317,914.93,0
371,40,87,3,1,22,317,1015.51,0
371,40,87,3,1,23,313,965.58,0
371,40,87,3,1,24,274,813.9,0
377,50,57,2,0,5,120,247.49,0
377,50,57,2,0,6,95,247.13,0
377,50,57,2,0,7,185,433.16,0
377,50,57,2,0,8,17,37.98,0
377,50,57,2,0,9,88,192.84,0
377,50,57,2,0,10,57,142.22,0
377,50,57,2,0,11,67,181.76,0
377,50,57,2,0,12,26,71.47,0
377,50,57,2,0,13,14,49.36,0
377,50,57,2,0,14,41,102.17,0
377,50,57,2,0,15,17,44.79,0
377,50,57,2,0,16,8,21.8,0
377,50,57,2,0,17,30,73.36,0
377,50,57,2,0,18,66,154.19,0
377,50,57,2,0,19,55,139.01,0
377,50,57,2,0,20,69,188.16,0
377,50,57,2,0,21,72,173.96,0
377,50,57,2,0,22,51,113.68,0
377,50,57,2,0,23,127,325.65,0
377,50,57,2,0,24,51,154.01,0
378,60,57,2,0,4,71,184.16,0
378,60,57,2,0,5,109,267.97,0
378,60,57,2,0,6,98,347.27,0
378,60,57,2,0,7,70,272.07,0
378,60,57,2,0,8,89,311.39,0
378,60,57,2,0,9,85,290.15,0
378,60,57,2,0,10,83,309.91,0
378,60,57,2,0,11,90,293.22,0
378,60,57,2,0,12,76,286.56,0
378,60,57,2,0,13,66,200.58,0
378,60,57,2,0,14,71,306.37,0
378,60,57,2,0,15,46,130.49,0
378,60,57,2,0,16,68,187.15,0
378,60,57,2,0,17,70,165.11,0
378,60,57,2,0,18,51,129.84,0
378,60,57,2,0,19,67,175.99,0
378,60,57,2,0,20,65,118.32,0
378,60,57,2,0,21,64,112.22,0
378,60,57,2,0,22,61,223.84,0
378,60,57,2,0,23,50,185.4,0
378,60,57,2,0,24,56,167.2,0
381,30,39,2,1,2,165,386.26,0
381,30,39,2,1,3,13,51.82,0
381,30,39,2,1,4,75,168.85,0
381,30,39,2,1,5,77,215.71,0
381,30,39,2,1,6,70,183.01,0
381,30,39,2,1,7,7,13.24,0
381,30,39,2,1,8,16,96.45,0
381,30,39,2,1,9,45,96.03,0
381,30,39,2,1,10,45,103.32,0
381,30,39,2,1,11,11,43.19,0
381,30,39,2,1,12,57,178.03,0
381,30,39,2,1,13,4,27.98,0
381,30,39,2,1,14,28,144.94,0
381,30,39,2,1,15,30,69.7,0
381,30,39,2,1,16,58,175.74,0
381,30,39,2,1,17,26,57.87,0
381,30,39,2,1,18,22,58.89,0
381,30,39,2,1,19,12,48.98,0
381,30,39,2,1,20,94,232.47,0
381,30,39,2,1,21,57,243.34,0
381,30,39,2,1,22,5,32.3,0
381,30,39,2,1,23,59,191.39,0
381,30,39,2,1,24,130,301.28,1
383,50,57,1,0,4,81,240.14,0
383,50,57,1,0,5,109,480.93,0
383,50,57,1,0,6,54,122.07,0
383,50,57,1,0,7,124,362.01,0
383,50,57,1,0,8,95,292.94,0
383,50,57,1,0,9,106,305.85,0
383,50,57,1,0,10,84,236.33,0
383,50,57,1,0,11,95,278.11,0
383,50,57,1,0,12,129,371.02,0
383,50,57,1,0,13,74,213.5,0
383,50,57,1,0,14,153,524.36,0
383,50,57,1,0,15,81,316,0
383,50,57,1,0,16,41,119.02,0
383,50,57,1,0,17,97,284.66,0
383,50,57,1,0,18,120,311.16,0
383,50,57,1,0,19,80,234.27,0
383,50,57,1,0,20,102,278.69,0
383,50,57,1,0,21,124,346.29,0
383,50,57,1,0,22,67,270.14,1
383,50,57,1,0,24,64,175.95,1
385,30,57,6,3,3,27,75.06,0
385,30,57,6,3,4,25,104.55,1
385,30,57,6,3,6,138,454.54,1
385,30,57,6,3,8,37,216.74,0
385,30,57,6,3,9,33,108.48,0
385,30,57,6,3,10,17,51.48,0
385,30,57,6,3,11,18,85.77,1
385,30,57,6,3,13,26,110.94,0
385,30,57,6,3,14,103,322.83,0
385,30,57,6,3,15,65,205.82,1
385,30,57,6,3,19,28,95.92,0
385,30,57,6,3,20,232,659.86,0
385,30,57,6,3,21,39,131.32,0
385,30,57,6,3,22,51,155.64,0
385,30,57,6,3,23,10,23.61,0
385,30,57,6,3,24,20,105.59,0
386,40,29,1,0,3,28,41.72,0
386,40,29,1,0,4,22,40.54,0
386,40,29,1,0,5,36,71.98,0
386,40,29,1,0,6,53,87.62,0
386,40,29,1,0,7,98,182.51,0
386,40,29,1,0,8,300,637.22,0
386,40,29,1,0,9,95,204.85,0
386,40,29,1,0,10,181,364.45,0
386,40,29,1,0,11,40,84.2,0
386,40,29,1,0,12,59,90.5,0
386,40,29,1,0,13,40,57.74,0
386,40,29,1,0,14,82,128.38,0
386,40,29,1,0,15,240,385.98,0
386,40,29,1,0,16,289,529.17,0
386,40,29,1,0,17,181,387.89,0
386,40,29,1,0,18,157,263.07,0
386,40,29,1,0,19,57,85.37,0
386,40,29,1,0,20,169,232.69,0
386,40,29,1,0,21,100,144.54,0
386,40,29,1,0,22,97,114.54,0
386,40,29,1,0,23,138,246.29,0
386,40,29,1,0,24,131,221.12,0
387,30,57,1,0,5,83,230.87,0
387,30,57,1,0,6,15,33.17,0
387,30,57,1,0,7,15,40.27,0
387,30,57,1,0,8,86,393.44,0
387,30,57,1,0,9,155,479.6,0
387,30,57,1,0,10,51,232.94,0
387,30,57,1,0,11,113,410.62,0
387,30,57,1,0,12,124,436.47,0
387,30,57,1,0,13,67,310.08,0
387,30,57,1,0,14,71,335.09,0
387,30,57,1,0,15,8,27.44,0
387,30,57,1,0,16,78,221.05,0
387,30,57,1,0,17,59,239.49,0
387,30,57,1,0,18,59,207.92,0
387,30,57,1,0,19,73,264.91,0
387,30,57,1,0,20,85,296.84,0
387,30,57,1,0,21,141,569.17,0
387,30,57,1,0,22,34,119.21,0
387,30,57,1,0,23,81,331.94,0
387,30,57,1,0,24,90,443,0
389,40,162,1,0,5,158,538.73,0
389,40,162,1,0,6,171,547.41,0
389,40,162,1,0,7,245,776.08,0
389,40,162,1,0,8,307,1155.18,0
389,40,162,1,0,9,242,789.6,0
389,40,162,1,0,10,165,553.24,0
389,40,162,1,0,11,237,807.54,0
389,40,162,1,0,12,208,725.24,0
389,40,162,1,0,13,322,1062.19,0
389,40,162,1,0,14,235,683.95,0
389,40,162,1,0,15,259,816.18,0
389,40,162,1,0,16,252,765,0
389,40,162,1,0,17,182,568.19,0
389,40,162,1,0,18,238,749.39,0
389,40,162,1,0,19,196,628.21,0
389,40,162,1,0,20,222,661.21,0
389,40,162,1,0,21,259,823.52,0
389,40,162,1,0,22,179,601.02,0
389,40,162,1,0,23,199,647.12,0
389,40,162,1,0,24,246,718.26,0
390,50,29,1,0,4,24,62.04,0
390,50,29,1,0,5,67,225.91,0
390,50,29,1,0,6,25,61.16,0
390,50,29,1,0,7,22,63.04,0
390,50,29,1,0,8,34,74.2,0
390,50,29,1,0,9,25,192.58,0
390,50,29,1,0,10,7,20.81,0
390,50,29,1,0,11,32,120.99,0
390,50,29,1,0,12,27,78.59,0
390,50,29,1,0,13,21,63.45,0
390,50,29,1,0,14,15,43.29,0
390,50,29,1,0,15,28,70.09,0
390,50,29,1,0,16,47,119.46,0
390,50,29,1,0,17,30,80.37,0
390,50,29,1,0,18,22,63.11,0
390,50,29,1,0,19,15,53.6,0
390,50,29,1,0,20,33,86.39,0
390,50,29,1,0,21,21,53.04,0
390,50,29,1,0,22,30,106.47,0
390,50,29,1,0,23,39,101.48,0
390,50,29,1,0,24,11,41.23,0
392,40,300,3,1,4,82,277.42,0
392,40,300,3,1,5,68,316.8,0
392,40,300,3,1,6,118,493.84,0
392,40,300,3,1,7,154,645.58,0
392,40,300,3,1,8,93,337.6,0
392,40,300,3,1,9,102,315.09,0
392,40,300,3,1,10,181,668,0
392,40,300,3,1,11,129,474.57,0
392,40,300,3,1,12,183,588.05,0
392,40,300,3,1,13,157,515.09,0
392,40,300,3,1,14,88,284.05,0
392,40,300,3,1,15,191,710.14,0
392,40,300,3,1,16,115,435.28,0
392,40,300,3,1,17,124,455.55,0
392,40,300,3,1,18,187,706.89,0
392,40,300,3,1,19,194,685.37,0
392,40,300,3,1,20,135,529.46,0
392,40,300,3,1,21,219,865.08,0
392,40,300,3,1,22,168,756.24,0
392,40,300,3,1,23,173,647.95,0
392,40,300,3,1,24,167,612.89,0
400,40,162,3,1,5,15,36.87,0
400,40,162,3,1,6,220,646.74,0
400,40,162,3,1,7,257,1005.37,0
400,40,162,3,1,8,312,1326.59,0
400,40,162,3,1,9,215,846.71,0
400,40,162,3,1,10,258,990.55,0
400,40,162,3,1,11,231,819.52,0
400,40,162,3,1,12,239,878.02,0
400,40,162,3,1,13,217,911.54,0
400,40,162,3,1,14,269,1204.85,0
400,40,162,3,1,15,188,733.95,0
400,40,162,3,1,16,233,1048.74,0
400,40,162,3,1,17,285,1047.46,0
400,40,162,3,1,18,289,1229.75,0
400,40,162,3,1,19,241,951.14,0
400,40,162,3,1,20,202,853.81,0
400,40,162,3,1,21,279,1115.75,0
400,40,162,3,1,22,159,714.74,0
400,40,162,3,1,23,306,1185.15,0
400,40,162,3,1,24,208,755.69,0
409,21,29,2,0,2,29,95.05,0
409,21,29,2,0,3,56,129.44,0
409,21,29,2,0,4,87,255.95,0
409,21,29,2,0,5,12,25.17,0
409,21,29,2,0,6,30,70.85,0
409,21,29,2,0,7,19,29.36,0
409,21,29,2,0,8,29,55.5,0
409,21,29,2,0,9,139,287.25,0
409,21,29,2,0,10,161,329.97,0
409,21,29,2,0,11,66,124.83,0
409,21,29,2,0,12,75,145.5,0
409,21,29,2,0,13,139,282.26,0
409,21,29,2,0,14,108,288.27,0
409,21,29,2,0,15,58,118.2,0
409,21,29,2,0,16,61,121.44,0
409,21,29,2,0,17,37,149.96,0
409,21,29,2,0,18,95,244.97,0
409,21,29,2,0,19,133,362.59,0
409,21,29,2,0,20,66,173.72,0
409,21,29,2,0,21,68,224.21,0
409,21,29,2,0,22,53,184.08,0
409,21,29,2,0,23,114,332.5,0
409,21,29,2,0,24,88,339.14,0
410,60,39,6,3,2,15,25.74,0
410,60,39,6,3,3,26,70.88,1
410,60,39,6,3,6,30,39.53,1
410,60,39,6,3,10,27,98.68,0
410,60,39,6,3,11,36,67.36,0
410,60,39,6,3,12,18,51.7,0
410,60,39,6,3,13,32,70.59,0
410,60,39,6,3,14,5,10.26,0
410,60,39,6,3,15,18,43.23,0
410,60,39,6,3,16,45,100.38,0
410,60,39,6,3,17,40,82.06,0
410,60,39,6,3,18,23,57.44,0
410,60,39,6,3,19,41,82.87,0
410,60,39,6,3,20,41,86.06,0
410,60,39,6,3,21,41,96.22,0
410,60,39,6,3,22,31,80.72,0
410,60,39,6,3,23,17,55.72,0
410,60,39,6,3,24,14,18.31,0
412,75,19,2,0,4,24,50.43,0
412,75,19,2,0,5,56,81.78,0
412,75,19,2,0,6,106,186.92,0
412,75,19,2,0,7,45,92.58,0
412,75,19,2,0,8,57,95.02,0
412,75,19,2,0,9,50,107.07,0
412,75,19,2,0,10,10,12.75,0
412,75,19,2,0,11,73,130.33,0
412,75,19,2,0,12,66,115.73,0
412,75,19,2,0,13,75,114.81,0
412,75,19,2,0,14,78,128.96,0
412,75,19,2,0,15,55,94.83,0
412,75,19,2,0,16,72,123.34,0
412,75,19,2,0,17,51,103.64,0
412,75,19,2,0,18,53,81.96,0
412,75,19,2,0,19,138,288.39,0
412,75,19,2,0,20,59,78.7,0
412,75,19,2,0,21,51,82.31,0
412,75,19,2,0,22,64,146.42,0
412,75,19,2,0,23,27,110.37,0
412,75,19,2,0,24,92,166.97,0
426,50,57,2,0,5,79,180.4,0
426,50,57,2,0,6,99,397.34,0
426,50,57,2,0,7,124,326.24,0
426,50,57,2,0,8,108,374.05,0
426,50,57,2,0,9,165,457.12,0
426,50,57,2,0,10,106,346.53,0
426,50,57,2,0,11,122,444.02,0
426,50,57,2,0,12,118,437.83,0
426,50,57,2,0,13,143,531.94,0
426,50,57,2,0,14,95,366.29,0
426,50,57,2,0,15,141,480.06,0
426,50,57,2,0,16,109,390.68,0
426,50,57,2,0,17,99,400.65,0
426,50,57,2,0,18,103,343.39,0
426,50,57,2,0,19,119,414.91,0
426,50,57,2,0,20,127,439.86,0
426,50,57,2,0,21,101,334.52,0
426,50,57,2,0,22,111,345.99,0
426,50,57,2,0,23,74,278.37,0
426,50,57,2,0,24,135,464.49,0
428,21,57,2,0,4,102,245.56,0
428,21,57,2,0,5,120,273.73,0
428,21,57,2,0,6,97,221.49,0
428,21,57,2,0,7,76,156.01,0
428,21,57,2,0,8,59,114.73,0
428,21,57,2,0,9,46,122.05,0
428,21,57,2,0,10,97,207.81,0
428,21,57,2,0,11,116,230.62,0
428,21,57,2,0,12,127,272.19,0
428,21,57,2,0,13,86,224.13,0
428,21,57,2,0,14,93,171,0
428,21,57,2,0,15,73,146.13,0
428,21,57,2,0,16,59,103.83,0
428,21,57,2,0,17,95,180.29,0
428,21,57,2,0,18,89,186.7,0
428,21,57,2,0,19,42,72.09,0
428,21,57,2,0,20,39,93.74,0
428,21,57,2,0,21,77,160.51,0
428,21,57,2,0,22,66,155.53,1
428,21,57,2,0,24,7,23.29,1
434,40,19,3,1,4,25,48.99,0
434,40,19,3,1,5,79,198.02,0
434,40,19,3,1,6,64,172.39,0
434,40,19,3,1,7,104,277.06,0
434,40,19,3,1,8,95,248.75,0
434,40,19,3,1,9,68,190.49,0
434,40,19,3,1,10,33,66.86,0
434,40,19,3,1,11,145,338.88,0
434,40,19,3,1,12,67,152.61,0
434,40,19,3,1,13,80,191.16,0
434,40,19,3,1,14,98,233.05,0
434,40,19,3,1,15,106,251.49,0
434,40,19,3,1,16,60,136.65,0
434,40,19,3,1,17,80,185.96,0
434,40,19,3,1,18,64,136.98,0
434,40,19,3,1,19,63,133.89,0
434,40,19,3,1,20,41,92.82,0
434,40,19,3,1,21,85,149.89,0
434,40,19,3,1,22,71,136.83,0
434,40,19,3,1,23,89,216.14,0
434,40,19,3,1,24,101,183.97,0
437,30,57,6,3,2,42,146.55,1
437,30,57,6,3,4,132,535.22,0
437,30,57,6,3,5,110,306.22,0
437,30,57,6,3,6,66,380.81,0
437,30,57,6,3,7,148,725.53,0
437,30,57,6,3,8,110,427.16,0
437,30,57,6,3,9,121,514.39,0
437,30,57,6,3,10,48,182.92,0
437,30,57,6,3,11,27,79.22,0
437,30,57,6,3,12,47,83.85,0
437,30,57,6,3,13,137,343.01,0
437,30,57,6,3,14,136,463.3,0
437,30,57,6,3,15,107,269.02,0
437,30,57,6,3,16,97,199.66,0
437,30,57,6,3,17,6,17.45,0
437,30,57,6,3,18,41,139.12,0
437,30,57,6,3,19,24,82.65,0
437,30,57,6,3,20,65,181.25,0
437,30,57,6,3,21,62,215.58,0
437,30,57,6,3,22,91,262.11,0
437,30,57,6,3,23,62,149.31,0
437,30,57,6,3,24,48,113.84,0
438,40,57,2,0,5,7,22.86,0
438,40,57,2,0,6,3,39.98,0
438,40,57,2,0,7,7,18.37,1
438,40,57,2,0,10,7,29.82,1
438,40,57,2,0,12,21,61.39,1
438,40,57,2,0,14,124,355.03,0
438,40,57,2,0,15,77,207.91,0
438,40,57,2,0,16,152,551.07,0
438,40,57,2,0,17,70,182.17,0
438,40,57,2,0,18,147,389.91,0
438,40,57,2,0,19,140,386.55,0
438,40,57,2,0,20,97,381.25,0
438,40,57,2,0,21,142,388.58,0
438,40,57,2,0,22,36,99.22,0
438,40,57,2,0,23,208,633.39,0
438,40,57,2,0,24,193,544.87,0
441,50,57,1,0,5,24,83.11,0
441,50,57,1,0,6,37,129.86,0
441,50,57,1,0,7,60,162.18,0
441,50,57,1,0,8,57,150.67,0
441,50,57,1,0,9,53,154.65,0
441,50,57,1,0,10,46,112.04,0
441,50,57,1,0,11,46,153.16,0
441,50,57,1,0,12,36,95.48,0
441,50,57,1,0,13,38,117.77,0
441,50,57,1,0,14,26,79.11,0
441,50,57,1,0,15,50,108.85,0
441,50,57,1,0,16,15,43.96,0
441,50,57,1,0,17,41,130.46,0
441,50,57,1,0,18,60,149.44,0
441,50,57,1,0,19,49,146.14,0
441,50,57,1,0,20,61,166.65,0
441,50,57,1,0,21,23,70.96,0
441,50,57,1,0,22,32,111.23,0
441,50,57,1,0,23,52,161.78,0
441,50,57,1,0,24,11,37.04,0
443,50,29,2,0,4,11,42.72,1
443,50,29,2,0,8,25,66.43,0
443,50,29,2,0,9,19,50.35,0
443,50,29,2,0,10,36,80.53,0
443,50,29,2,0,11,80,272.42,0
443,50,29,2,0,12,25,74.84,0
443,50,29,2,0,13,77,226.12,0
443,50,29,2,0,14,52,147.6,0
443,50,29,2,0,15,32,107.5,0
443,50,29,2,0,16,19,62.85,0
443,50,29,2,0,17,67,193.12,0
443,50,29,2,0,18,87,214.34,0
443,50,29,2,0,19,93,221.42,0
443,50,29,2,0,20,90,191.09,0
443,50,29,2,0,21,82,205.41,0
443,50,29,2,0,22,31,100.46,0
443,50,29,2,0,23,31,100.56,0
443,50,29,2,0,24,82,223.16,0
451,30,8,2,0,2,29,110.59,0
451,30,8,2,0,3,10,25.25,0
451,30,8,2,0,4,30,90.28,0
451,30,8,2,0,5,22,54.67,0
451,30,8,2,0,6,5,13.93,0
451,30,8,2,0,7,25,83.58,0
451,30,8,2,0,8,7,38.2,0
451,30,8,2,0,9,41,113.65,0
451,30,8,2,0,10,29,61.1,0
451,30,8,2,0,11,18,65.71,0
451,30,8,2,0,12,10,53.75,0
451,30,8,2,0,13,22,81.66,0
451,30,8,2,0,14,29,92.57,0
451,30,8,2,0,15,16,81.62,0
451,30,8,2,0,16,26,93.5,0
451,30,8,2,0,17,72,229.96,0
451,30,8,2,0,18,14,91.35,0
451,30,8,2,0,19,44,155.23,0
451,30,8,2,0,20,71,243.51,0
451,30,8,2,0,21,56,198.71,0
451,30,8,2,0,22,45,117.18,0
451,30,8,2,0,23,15,54.19,0
451,30,8,2,0,24,33,153.7,0
456,21,57,2,0,2,38,119.25,0
456,21,57,2,0,3,40,148.84,0
456,21,57,2,0,4,92,525.1,0
456,21,57,2,0,5,73,263.82,0
456,21,57,2,0,6,68,300.87,0
456,21,57,2,0,7,46,168.97,0
456,21,57,2,0,8,81,350.07,0
456,21,57,2,0,9,59,215.77,0
456,21,57,2,0,10,92,300.49,0
456,21,57,2,0,11,96,405.54,0
456,21,57,2,0,12,80,292.54,0
456,21,57,2,0,13,128,541.81,0
456,21,57,2,0,14,39,173.13,0
456,21,57,2,0,15,47,187.97,0
456,21,57,2,0,16,58,198.07,0
456,21,57,2,0,17,108,380.57,0
456,21,57,2,0,18,62,259.02,0
456,21,57,2,0,19,51,171.46,0
456,21,57,2,0,20,69,284.34,0
456,21,57,2,0,21,60,270.51,0
456,21,57,2,0,22,52,209.97,0
456,21,57,2,0,23,101,369.33,0
456,21,57,2,0,24,28,106.08,0
458,60,39,2,0,5,13,21.12,0
458,60,39,2,0,6,49,89.81,0
458,60,39,2,0,7,22,60.68,0
458,60,39,2,0,8,57,96.84,0
458,60,39,2,0,9,31,56.54,0
458,60,39,2,0,10,38,72.97,0
458,60,39,2,0,11,36,76.15,0
458,60,39,2,0,12,28,42.53,0
458,60,39,2,0,13,54,133.8,0
458,60,39,2,0,14,37,120.39,0
458,60,39,2,0,15,28,50.87,0
458,60,39,2,0,16,87,177.25,0
458,60,39,2,0,17,38,209.67,0
458,60,39,2,0,18,50,93.33,0
458,60,39,2,0,19,14,15.03,0
458,60,39,2,0,20,11,17.94,0
458,60,39,2,0,21,20,44.85,0
458,60,39,2,0,22,18,59.66,0
458,60,39,2,0,23,56,118.4,0
458,60,39,2,0,24,45,94.55,0
460,75,29,1,0,4,9,30.31,0
460,75,29,1,0,5,24,34.17,0
460,75,29,1,0,6,27,47.92,0
460,75,29,1,0,7,7,7.76,0
460,75,29,1,0,8,16,26.09,0
460,75,29,1,0,9,18,38.51,0
460,75,29,1,0,10,34,109.21,0
460,75,29,1,0,11,22,57.46,0
460,75,29,1,0,12,9,10.74,0
460,75,29,1,0,13,16,38.55,0
460,75,29,1,0,14,13,15.74,0
460,75,29,1,0,15,6,10.49,0
460,75,29,1,0,16,13,13.48,0
460,75,29,1,0,17,23,51.1,0
460,75,29,1,0,18,23,42.66,0
460,75,29,1,0,19,5,17.64,0
460,75,29,1,0,20,7,15.43,0
460,75,29,1,0,21,30,77.22,0
460,75,29,1,0,22,21,50.27,0
460,75,29,1,0,23,11,29.28,0
460,75,29,1,0,24,3,10.47,0
464,75,57,2,0,4,30,76.07,0
464,75,57,2,0,5,68,158.36,0
464,75,57,2,0,6,75,159.03,0
464,75,57,2,0,7,36,67.5,0
464,75,57,2,0,8,88,194.09,0
464,75,57,2,0,9,74,163.9,0
464,75,57,2,0,10,94,200.19,0
464,75,57,2,0,11,38,69.28,0
464,75,57,2,0,12,58,145.61,0
464,75,57,2,0,13,40,85.72,0
464,75,57,2,0,14,52,104.56,0
464,75,57,2,0,15,118,289.24,0
464,75,57,2,0,16,107,243.63,0
464,75,57,2,0,17,54,123.66,0
464,75,57,2,0,18,74,297.7,0
464,75,57,2,0,19,56,149.53,0
464,75,57,2,0,20,42,124.65,0
464,75,57,2,0,21,83,217.88,0
464,75,57,2,0,22,80,240.25,0
464,75,57,2,0,23,73,179.35,0
464,75,57,2,0,24,66,163.83,0
469,50,87,1,0,3,88,205.54,0
469,50,87,1,0,4,207,516.14,0
469,50,87,1,0,5,227,609.11,0
469,50,87,1,0,6,150,357.91,0
469,50,87,1,0,7,124,352.79,0
469,50,87,1,0,8,190,545.14,0
469,50,87,1,0,9,113,326.43,0
469,50,87,1,0,10,137,394.85,0
469,50,87,1,0,11,74,197.53,0
469,50,87,1,0,12,34,100.01,0
469,50,87,1,0,13,93,256.07,0
469,50,87,1,0,14,85,254.13,0
469,50,87,1,0,15,142,464.94,0
469,50,87,1,0,16,164,587.35,0
469,50,87,1,0,17,100,267.26,0
469,50,87,1,0,18,184,505.67,0
469,50,87,1,0,19,58,193.43,0
469,50,87,1,0,20,133,399.38,0
469,50,87,1,0,21,54,189.6,0
469,50,87,1,0,22,113,439.89,0
469,50,87,1,0,23,147,433,0
469,50,87,1,0,24,34,152.32,1
473,50,57,1,0,4,23,72.49,0
473,50,57,1,0,5,88,308.37,0
473,50,57,1,0,6,44,149.07,0
473,50,57,1,0,7,28,89.55,0
473,50,57,1,0,8,45,142.26,0
473,50,57,1,0,9,33,70.75,0
473,50,57,1,0,10,55,219.65,0
473,50,57,1,0,11,49,226.34,0
473,50,57,1,0,12,9,22.88,0
473,50,57,1,0,13,44,205.88,0
473,50,57,1,0,14,59,194.18,0
473,50,57,1,0,15,9,21.51,0
473,50,57,1,0,16,59,197.11,0
473,50,57,1,0,17,72,254.99,0
473,50,57,1,0,18,59,204.94,0
473,50,57,1,0,19,28,82.4,0
473,50,57,1,0,20,60,261.49,0
473,50,57,1,0,21,83,235.89,0
473,50,57,1,0,22,26,102.84,0
473,50,57,1,0,23,12,63.81,0
473,50,57,1,0,24,13,36.09,0
485,40,29,1,0,5,8,17.2,0
485,40,29,1,0,6,97,289.54,0
485,40,29,1,0,7,83,385.42,0
485,40,29,1,0,8,70,308.43,0
485,40,29,1,0,9,118,433.55,0
485,40,29,1,0,10,123,419.92,0
485,40,29,1,0,11,52,247.32,0
485,40,29,1,0,12,86,364.41,0
485,40,29,1,0,13,72,257.68,0
485,40,29,1,0,14,29,72.35,0
485,40,29,1,0,15,79,219.08,0
485,40,29,1,0,16,88,293.81,0
485,40,29,1,0,17,39,134.87,0
485,40,29,1,0,18,64,234.4,0
485,40,29,1,0,19,68,216.6,0
485,40,29,1,0,20,35,155.07,0
485,40,29,1,0,21,99,310.87,0
485,40,29,1,0,22,90,296.75,0
485,40,29,1,0,23,101,380.57,0
485,40,29,1,0,24,86,288.94,0
490,40,87,6,3,3,47,104.42,0
490,40,87,6,3,4,30,154.36,0
490,40,87,6,3,5,65,200.43,0
490,40,87,6,3,6,75,206.96,0
490,40,87,6,3,7,46,145.81,0
490,40,87,6,3,8,85,246.08,0
490,40,87,6,3,9,39,158.83,0
490,40,87,6,3,10,76,221.19,0
490,40,87,6,3,11,82,162.18,0
490,40,87,6,3,12,63,210.03,0
490,40,87,6,3,13,80,181.16,0
490,40,87,6,3,14,19,54.79,0
490,40,87,6,3,15,90,317.89,0
490,40,87,6,3,16,35,107.87,0
490,40,87,6,3,17,68,233.1,0
490,40,87,6,3,18,49,141.61,0
490,40,87,6,3,19,24,77.82,0
490,40,87,6,3,20,33,124.83,0
490,40,87,6,3,21,121,318.45,0
490,40,87,6,3,22,62,155.75,0
490,40,87,6,3,23,77,234.66,0
490,40,87,6,3,24,24,128.65,1
492,50,57,2,0,5,32,76.32,0
492,50,57,2,0,6,20,64.52,0
492,50,57,2,0,7,150,458.21,0
492,50,57,2,0,8,111,346.38,0
492,50,57,2,0,9,158,505.1,0
492,50,57,2,0,10,133,462.78,0
492,50,57,2,0,11,132,476.4,0
492,50,57,2,0,12,108,467.9,0
492,50,57,2,0,13,81,269.19,0
492,50,57,2,0,14,111,345.36,0
492,50,57,2,0,15,119,507.89,0
492,50,57,2,0,16,129,497.09,0
492,50,57,2,0,17,127,469.85,0
492,50,57,2,0,18,138,494.27,0
492,50,57,2,0,19,105,368.57,0
492,50,57,2,0,20,157,481.53,0
492,50,57,2,0,21,146,439.97,0
492,50,57,2,0,22,117,416.95,1
510,40,300,3,1,4,27,97.2,0
510,40,300,3,1,5,167,343.32,0
510,40,300,3,1,6,131,342.79,0
510,40,300,3,1,7,235,579.25,0
510,40,300,3,1,8,169,525.96,0
510,40,300,3,1,9,167,433.08,0
510,40,300,3,1,10,172,409.88,0
510,40,300,3,1,11,135,297.65,0
510,40,300,3,1,12,164,395.77,0
510,40,300,3,1,13,98,274.98,0
510,40,300,3,1,14,184,481.52,0
510,40,300,3,1,15,160,486.92,0
510,40,300,3,1,16,146,347.56,0
510,40,300,3,1,17,114,282.7,0
510,40,300,3,1,18,145,369.2,0
510,40,300,3,1,19,127,338.11,0
510,40,300,3,1,20,130,369.77,0
510,40,300,3,1,21,184,409.87,0
510,40,300,3,1,22,113,304.74,0
510,40,300,3,1,23,140,338.09,0
510,40,300,3,1,24,157,402.19,0
513,50,87,2,0,2,77,344.41,0
513,50,87,2,0,3,129,641.53,0
513,50,87,2,0,4,116,569.19,0
513,50,87,2,0,5,168,845.11,0
513,50,87,2,0,6,55,369.42,0
513,50,87,2,0,7,70,342,0
513,50,87,2,0,8,106,692.45,0
513,50,87,2,0,9,74,415.65,0
513,50,87,2,0,10,104,534.71,0
513,50,87,2,0,11,74,439.16,0
513,50,87,2,0,12,88,528.78,0
513,50,87,2,0,13,131,668.87,0
513,50,87,2,0,14,62,384.09,0
513,50,87,2,0,15,86,464.99,0
513,50,87,2,0,16,97,599.51,0
513,50,87,2,0,17,86,534.63,0
513,50,87,2,0,18,90,519.76,0
513,50,87,2,0,19,89,625.21,0
513,50,87,2,0,20,131,706.51,0
513,50,87,2,0,21,98,474.69,0
513,50,87,2,0,22,79,429.34,0
513,50,87,2,0,23,62,360.33,0
513,50,87,2,0,24,83,531.84,0
518,50,87,2,0,4,6,15.89,0
518,50,87,2,0,5,15,71.44,0
518,50,87,2,0,6,55,178.3,0
518,50,87,2,0,7,25,81.27,0
518,50,87,2,0,8,9,24.61,0
